caller,receiver,timestamp,duration_seconds
+91 90000 10008,+91 90000 10005,2026-08-28T05:15:00Z,173
+91 90000 10003,+91 90000 10010,2026-08-10T06:15:00Z,879
+91 90000 10026,+91 90000 10004,2026-08-11T07:15:00Z,534
+91 90000 10025,+91 90000 10018,2026-08-12T08:15:00Z,870
+91 90000 10024,+91 90000 10029,2026-08-13T09:15:00Z,554
+91 90000 10002,+91 90000 10022,2026-08-14T10:15:00Z,359
+91 90000 10029,+91 90000 10025,2026-08-15T11:15:00Z,647
+91 90000 10005,+91 90000 10020,2026-08-16T12:15:00Z,400
+91 90000 10005,+91 90000 10006,2026-08-17T13:15:00Z,200
+91 90000 10027,+91 90000 10023,2026-08-18T14:15:00Z,804
+91 90000 10020,+91 90000 10026,2026-08-19T15:15:00Z,184
+91 90000 10024,+91 90000 10015,2026-08-20T16:15:00Z,59
+91 90000 10014,+91 90000 10012,2026-08-21T17:15:00Z,707
+91 90000 10024,+91 90000 10008,2026-08-22T18:15:00Z,469
+91 90000 10020,+91 90000 10010,2026-08-23T19:15:00Z,785
+91 90000 10024,+91 90000 10026,2026-08-24T20:15:00Z,474
+91 90000 10008,+91 90000 10018,2026-08-25T21:15:00Z,259
+91 90000 10010,+91 90000 10026,2026-08-26T22:15:00Z,818
+91 90000 10016,+91 90000 10029,2026-08-27T23:15:00Z,870
+91 90000 10007,+91 90000 10012,2026-08-28T00:15:00Z,709
+91 90000 10019,+91 90000 10015,2026-08-10T01:15:00Z,487
+91 90000 10025,+91 90000 10010,2026-08-11T02:15:00Z,811
+91 90000 10013,+91 90000 10017,2026-08-12T03:15:00Z,555
+91 90000 10014,+91 90000 10006,2026-08-13T04:15:00Z,851
+91 90000 10007,+91 90000 10026,2026-08-14T05:15:00Z,634
+91 90000 10005,+91 90000 10028,2026-08-15T06:15:00Z,271
+91 90000 10002,+91 90000 10021,2026-08-16T07:15:00Z,507
+91 90000 10028,+91 90000 10012,2026-08-17T08:15:00Z,582
+91 90000 10030,+91 90000 10004,2026-08-18T09:15:00Z,743
+91 90000 10028,+91 90000 10017,2026-08-19T10:15:00Z,886
+91 90000 10004,+91 90000 10010,2026-08-20T11:15:00Z,100
+91 90000 10025,+91 90000 10006,2026-08-21T12:15:00Z,294
+91 90000 10015,+91 90000 10029,2026-08-22T13:15:00Z,540
+91 90000 10005,+91 90000 10027,2026-08-23T14:15:00Z,462
+91 90000 10003,+91 90000 10030,2026-08-24T15:15:00Z,242
+91 90000 10027,+91 90000 10015,2026-08-25T16:15:00Z,372
+91 90000 10030,+91 90000 10001,2026-08-26T17:15:00Z,439
+91 90000 10002,+91 90000 10013,2026-08-27T18:15:00Z,529
+91 90000 10012,+91 90000 10008,2026-08-28T19:15:00Z,410
+91 90000 10003,+91 90000 10012,2026-08-10T20:15:00Z,244
+91 90000 10001,+91 90000 10011,2026-08-11T21:15:00Z,116
+91 90000 10027,+91 90000 10023,2026-08-12T22:15:00Z,680
+91 90000 10011,+91 90000 10026,2026-08-13T23:15:00Z,164
+91 90000 10005,+91 90000 10002,2026-08-14T00:15:00Z,308
+91 90000 10030,+91 90000 10027,2026-08-15T01:15:00Z,498
+91 90000 10023,+91 90000 10027,2026-08-16T02:15:00Z,157
+91 90000 10025,+91 90000 10023,2026-08-17T03:15:00Z,495
+91 90000 10015,+91 90000 10020,2026-08-18T04:15:00Z,20
+91 90000 10029,+91 90000 10003,2026-08-19T05:15:00Z,34
+91 90000 10009,+91 90000 10007,2026-08-20T06:15:00Z,870
+91 90000 10005,+91 90000 10018,2026-08-21T07:15:00Z,759
+91 90000 10020,+91 90000 10017,2026-08-22T08:15:00Z,448
+91 90000 10004,+91 90000 10025,2026-08-23T09:15:00Z,310
+91 90000 10008,+91 90000 10010,2026-08-24T10:15:00Z,139
+91 90000 10002,+91 90000 10008,2026-08-25T11:15:00Z,444
+91 90000 10021,+91 90000 10026,2026-08-26T12:15:00Z,652
+91 90000 10015,+91 90000 10003,2026-08-27T13:15:00Z,128
+91 90000 10027,+91 90000 10029,2026-08-28T14:15:00Z,526
+91 90000 10020,+91 90000 10018,2026-08-10T15:15:00Z,31
+91 90000 10021,+91 90000 10017,2026-08-11T16:15:00Z,603
+91 90000 10008,+91 90000 10023,2026-08-12T17:15:00Z,162
+91 90000 10010,+91 90000 10014,2026-08-13T18:15:00Z,16
+91 90000 10020,+91 90000 10012,2026-08-14T19:15:00Z,261
+91 90000 10019,+91 90000 10014,2026-08-15T20:15:00Z,206
+91 90000 10022,+91 90000 10022,2026-08-16T21:15:00Z,102
+91 90000 10017,+91 90000 10012,2026-08-17T22:15:00Z,84
+91 90000 10017,+91 90000 10018,2026-08-18T23:15:00Z,534
+91 90000 10026,+91 90000 10017,2026-08-19T00:15:00Z,582
+91 90000 10001,+91 90000 10013,2026-08-20T01:15:00Z,496
+91 90000 10002,+91 90000 10021,2026-08-21T02:15:00Z,411
+91 90000 10012,+91 90000 10009,2026-08-22T03:15:00Z,780
+91 90000 10001,+91 90000 10012,2026-08-23T04:15:00Z,822
+91 90000 10003,+91 90000 10012,2026-08-24T05:15:00Z,261
+91 90000 10024,+91 90000 10022,2026-08-25T06:15:00Z,658
+91 90000 10004,+91 90000 10025,2026-08-26T07:15:00Z,610
+91 90000 10024,+91 90000 10025,2026-08-27T08:15:00Z,355
+91 90000 10005,+91 90000 10002,2026-08-28T09:15:00Z,375
+91 90000 10018,+91 90000 10011,2026-08-10T10:15:00Z,848
+91 90000 10021,+91 90000 10006,2026-08-11T11:15:00Z,865
+91 90000 10025,+91 90000 10022,2026-08-12T12:15:00Z,490
+91 90000 10023,+91 90000 10016,2026-08-13T13:15:00Z,661
+91 90000 10006,+91 90000 10026,2026-08-14T14:15:00Z,153
+91 90000 10003,+91 90000 10023,2026-08-15T15:15:00Z,809
+91 90000 10015,+91 90000 10002,2026-08-16T16:15:00Z,315
+91 90000 10007,+91 90000 10002,2026-08-17T17:15:00Z,825
+91 90000 10007,+91 90000 10029,2026-08-18T18:15:00Z,57
+91 90000 10011,+91 90000 10030,2026-08-19T19:15:00Z,332
+91 90000 10017,+91 90000 10013,2026-08-20T20:15:00Z,849
+91 90000 10018,+91 90000 10016,2026-08-21T21:15:00Z,274
+91 90000 10002,+91 90000 10025,2026-08-22T22:15:00Z,677
+91 90000 10007,+91 90000 10010,2026-08-23T23:15:00Z,380
+91 90000 10028,+91 90000 10025,2026-08-24T00:15:00Z,63
+91 90000 10028,+91 90000 10021,2026-08-25T01:15:00Z,354
+91 90000 10009,+91 90000 10004,2026-08-26T02:15:00Z,833
+91 90000 10012,+91 90000 10014,2026-08-27T03:15:00Z,424
+91 90000 10024,+91 90000 10015,2026-08-28T04:15:00Z,410
+91 90000 10011,+91 90000 10006,2026-08-10T05:15:00Z,523
+91 90000 10023,+91 90000 10016,2026-08-11T06:15:00Z,391
+91 90000 10030,+91 90000 10026,2026-08-12T07:15:00Z,546
+91 90000 10009,+91 90000 10026,2026-08-13T08:15:00Z,99
+91 90000 10024,+91 90000 10014,2026-08-14T09:15:00Z,95
+91 90000 10014,+91 90000 10020,2026-08-15T10:15:00Z,857
+91 90000 10006,+91 90000 10018,2026-08-16T11:15:00Z,315
+91 90000 10011,+91 90000 10004,2026-08-17T12:15:00Z,96
+91 90000 10011,+91 90000 10022,2026-08-18T13:15:00Z,317
+91 90000 10010,+91 90000 10015,2026-08-19T14:15:00Z,632
+91 90000 10023,+91 90000 10014,2026-08-20T15:15:00Z,185
+91 90000 10023,+91 90000 10015,2026-08-21T16:15:00Z,374
+91 90000 10015,+91 90000 10002,2026-08-22T17:15:00Z,759
+91 90000 10028,+91 90000 10030,2026-08-23T18:15:00Z,376
+91 90000 10020,+91 90000 10014,2026-08-24T19:15:00Z,296
+91 90000 10021,+91 90000 10026,2026-08-25T20:15:00Z,73
+91 90000 10003,+91 90000 10022,2026-08-26T21:15:00Z,667
+91 90000 10013,+91 90000 10012,2026-08-27T22:15:00Z,540
+91 90000 10026,+91 90000 10024,2026-08-28T23:15:00Z,710
+91 90000 10006,+91 90000 10001,2026-08-10T00:15:00Z,161
+91 90000 10028,+91 90000 10020,2026-08-11T01:15:00Z,709
+91 90000 10026,+91 90000 10015,2026-08-12T02:15:00Z,50
+91 90000 10005,+91 90000 10003,2026-08-13T03:15:00Z,256
+91 90000 10025,+91 90000 10021,2026-08-14T04:15:00Z,390
+91 90000 10012,+91 90000 10013,2026-08-15T05:15:00Z,595
+91 90000 10002,+91 90000 10020,2026-08-16T06:15:00Z,172
+91 90000 10022,+91 90000 10015,2026-08-17T07:15:00Z,394
+91 90000 10012,+91 90000 10015,2026-08-18T08:15:00Z,796
+91 90000 10003,+91 90000 10019,2026-08-19T09:15:00Z,155
+91 90000 10017,+91 90000 10012,2026-08-20T10:15:00Z,422
+91 90000 10011,+91 90000 10021,2026-08-21T11:15:00Z,300
+91 90000 10008,+91 90000 10004,2026-08-22T12:15:00Z,41
+91 90000 10024,+91 90000 10006,2026-08-23T13:15:00Z,526
+91 90000 10017,+91 90000 10013,2026-08-24T14:15:00Z,590
+91 90000 10004,+91 90000 10009,2026-08-25T15:15:00Z,808
+91 90000 10009,+91 90000 10023,2026-08-26T16:15:00Z,471
+91 90000 10007,+91 90000 10020,2026-08-27T17:15:00Z,307
+91 90000 10023,+91 90000 10030,2026-08-28T18:15:00Z,517
+91 90000 10007,+91 90000 10004,2026-08-10T19:15:00Z,153
+91 90000 10028,+91 90000 10003,2026-08-11T20:15:00Z,477
+91 90000 10006,+91 90000 10029,2026-08-12T21:15:00Z,745
+91 90000 10015,+91 90000 10003,2026-08-13T22:15:00Z,844
+91 90000 10022,+91 90000 10028,2026-08-14T23:15:00Z,342
+91 90000 10022,+91 90000 10012,2026-08-15T00:15:00Z,741
+91 90000 10003,+91 90000 10018,2026-08-16T01:15:00Z,570
+91 90000 10010,+91 90000 10029,2026-08-17T02:15:00Z,322
+91 90000 10028,+91 90000 10006,2026-08-18T03:15:00Z,743
+91 90000 10023,+91 90000 10030,2026-08-19T04:15:00Z,732
+91 90000 10021,+91 90000 10006,2026-08-20T05:15:00Z,827
+91 90000 10012,+91 90000 10017,2026-08-21T06:15:00Z,244
+91 90000 10004,+91 90000 10007,2026-08-22T07:15:00Z,826
+91 90000 10005,+91 90000 10008,2026-08-23T08:15:00Z,824
+91 90000 10016,+91 90000 10001,2026-08-24T09:15:00Z,384
+91 90000 10018,+91 90000 10019,2026-08-25T10:15:00Z,392
+91 90000 10015,+91 90000 10026,2026-08-26T11:15:00Z,579
+91 90000 10005,+91 90000 10020,2026-08-27T12:15:00Z,103
+91 90000 10003,+91 90000 10010,2026-08-28T13:15:00Z,422
+91 90000 10023,+91 90000 10024,2026-08-10T14:15:00Z,505
+91 90000 10017,+91 90000 10014,2026-08-11T15:15:00Z,802
+91 90000 10014,+91 90000 10027,2026-08-12T16:15:00Z,603
+91 90000 10003,+91 90000 10005,2026-08-13T17:15:00Z,339
+91 90000 10021,+91 90000 10003,2026-08-14T18:15:00Z,475
+91 90000 10015,+91 90000 10022,2026-08-15T19:15:00Z,544
+91 90000 10012,+91 90000 10005,2026-08-16T20:15:00Z,863
+91 90000 10025,+91 90000 10018,2026-08-17T21:15:00Z,670
+91 90000 10019,+91 90000 10006,2026-08-18T22:15:00Z,801
+91 90000 10005,+91 90000 10014,2026-08-19T23:15:00Z,529
+91 90000 10030,+91 90000 10028,2026-08-20T00:15:00Z,71
+91 90000 10027,+91 90000 10004,2026-08-21T01:15:00Z,545
+91 90000 10005,+91 90000 10010,2026-08-22T02:15:00Z,183
+91 90000 10006,+91 90000 10011,2026-08-23T03:15:00Z,741
+91 90000 10008,+91 90000 10012,2026-08-24T04:15:00Z,546
+91 90000 10029,+91 90000 10010,2026-08-25T05:15:00Z,881
+91 90000 10003,+91 90000 10009,2026-08-26T06:15:00Z,216
+91 90000 10021,+91 90000 10018,2026-08-27T07:15:00Z,296
+91 90000 10005,+91 90000 10021,2026-08-28T08:15:00Z,325
+91 90000 10020,+91 90000 10018,2026-08-10T09:15:00Z,110
+91 90000 10017,+91 90000 10021,2026-08-11T10:15:00Z,187
+91 90000 10019,+91 90000 10019,2026-08-12T11:15:00Z,172
+91 90000 10006,+91 90000 10022,2026-08-13T12:15:00Z,654
+91 90000 10024,+91 90000 10029,2026-08-14T13:15:00Z,634
+91 90000 10011,+91 90000 10027,2026-08-15T14:15:00Z,592
+91 90000 10002,+91 90000 10027,2026-08-16T15:15:00Z,899
+91 90000 10001,+91 90000 10003,2026-08-17T16:15:00Z,61
+91 90000 10021,+91 90000 10025,2026-08-18T17:15:00Z,605
+91 90000 10009,+91 90000 10021,2026-08-19T18:15:00Z,230
+91 90000 10025,+91 90000 10019,2026-08-20T19:15:00Z,441
+91 90000 10020,+91 90000 10021,2026-08-21T20:15:00Z,46
+91 90000 10016,+91 90000 10029,2026-08-22T21:15:00Z,657
+91 90000 10018,+91 90000 10010,2026-08-23T22:15:00Z,672
+91 90000 10010,+91 90000 10016,2026-08-24T23:15:00Z,265
+91 90000 10026,+91 90000 10026,2026-08-25T00:15:00Z,716
+91 90000 10013,+91 90000 10010,2026-08-26T01:15:00Z,479
+91 90000 10003,+91 90000 10023,2026-08-27T02:15:00Z,76
+91 90000 10006,+91 90000 10015,2026-08-28T03:15:00Z,440
+91 90000 10016,+91 90000 10015,2026-08-10T04:15:00Z,223
+91 90000 10011,+91 90000 10020,2026-08-11T05:15:00Z,162
+91 90000 10011,+91 90000 10028,2026-08-12T06:15:00Z,750
+91 90000 10011,+91 90000 10024,2026-08-13T07:15:00Z,896
+91 90000 10012,+91 90000 10013,2026-08-14T08:15:00Z,148
+91 90000 10025,+91 90000 10012,2026-08-15T09:15:00Z,542
+91 90000 10018,+91 90000 10004,2026-08-16T10:15:00Z,341
+91 90000 10008,+91 90000 10015,2026-08-17T11:15:00Z,140
+91 90000 10009,+91 90000 10015,2026-08-18T12:15:00Z,268
+91 90000 10005,+91 90000 10004,2026-08-19T13:15:00Z,66
+91 90000 10010,+91 90000 10013,2026-08-20T14:15:00Z,899
+91 90000 10020,+91 90000 10014,2026-08-21T15:15:00Z,269
